Reading process/ZINC2/R.haps.chrX.out.rds 
  4544 windows | step 5000 bp | smooth_half 50

=== RAW freq (before masking) for B2/B4, pos > 20Mb, REP=1, TRT=C ===
 founder      pos n_pools     mean_freq      min_freq      max_freq
      B4 21640000  1.716294e-01  1.716294e-01
      B4 21645000  1.638250e-01  1.638250e-01
      B4 21650000  1.643264e-01  1.643264e-01
      B4 21655000  1.637670e-01  1.637670e-01
      B4 21660000  1.741943e-01  1.741943e-01
      B4 21665000  1.741943e-01  1.741943e-01
      B4 21670000  1.746969e-01  1.746969e-01
      B4 21675000  1.742456e-01  1.742456e-01
      B4 21680000  1.718618e-01  1.718618e-01
      B4 21685000  1.619096e-01  1.619096e-01
      B4 21690000           NaN  1.871139e-01
      B4 21695000  8.051932e-02  8.051932e-02
      B4 21700000  8.052466e-02  8.052466e-02
      B4 21705000  8.052466e-02  8.052466e-02
      B4 21710000  8.052253e-02  8.052253e-02
      B4 21715000  8.052253e-02  8.052253e-02
      B4 21720000  8.052049e-02  8.052049e-02
      B4 21725000 -1.726102e+01 -1.726102e+01
      B4 21730000 -1.688121e+01 -1.688121e+01
      B4 21735000  2.041542e-01  2.041542e-01
      B4 21740000  1.291232e-01  1.291232e-01
      B4 21745000  1.262821e-01  1.262821e-01
      B4 21750000  1.262827e-01  1.262827e-01
      B4 21755000  1.262827e-01  1.262827e-01
      B4 21760000  8.381729e-02  8.381729e-02
      B4 21765000  8.381729e-02  8.381729e-02
      B4 21770000  8.381729e-02  8.381729e-02
      B4 21775000  8.381677e-02  8.381677e-02
      B4 21780000  8.381677e-02  8.381677e-02
      B4 21785000  8.381677e-02  8.381677e-02
      B4 21790000  8.381677e-02  8.381677e-02
      B4 21795000  1.072460e-01  1.072460e-01
      B4 21800000  1.072460e-01  1.072460e-01
      B4 21805000  1.072460e-01  1.072460e-01
      B4 21810000  1.072460e-01  1.072460e-01
      B4 21815000  1.072460e-01  1.072460e-01
      B4 21820000  1.072468e-01  1.072468e-01
      B4 21825000  1.072524e-01  1.072524e-01
      B4 21830000  8.670886e-02  8.670886e-02
      B4 21835000  4.374746e-02  4.374746e-02
      B4 22085000           NaN -5.535206e-01
      B4 22090000  4.425827e-02  4.425827e-02
      B4 22095000  3.000000e-04  3.000000e-04
      B4 22100000  3.000000e-04  3.000000e-04
      B4 22105000  3.000000e-04  3.000000e-04
      B4 22110000  3.000000e-04  3.000000e-04
      B4 22115000  3.000000e-04  3.000000e-04
      B4 22120000  3.000000e-04  3.000000e-04
      B4 22125000  3.000000e-04  3.000000e-04
      B4 22130000  3.000000e-04  3.000000e-04
      B4 22135000  3.000000e-04  3.000000e-04
      B4 22140000  3.000000e-04  3.000000e-04
      B4 22145000  3.000000e-04  3.000000e-04
      B4 22150000  3.000000e-04  3.000000e-04
      B4 22155000  3.000000e-04  3.000000e-04
      B4 22160000  3.000000e-04  3.000000e-04
      B4 22165000  3.000000e-04  3.000000e-04
      B4 22170000  3.000000e-04  3.000000e-04
      B4 22360000           NaN -6.149458e-01
      B4 22365000           NaN -5.260273e-01
      B4 22370000           NaN -4.371088e-01
      B4 22375000           NaN -3.481902e-01
      B4 22380000           NaN -2.592717e-01
      B4 22385000           NaN -1.703532e-01
      B4 22390000           NaN -8.143465e-02
      B4 22395000           NaN  7.483885e-03
      B4 22400000  3.000000e-04  3.000000e-04
      B4 22405000  3.000000e-04  3.000000e-04
      B4 22410000  3.000000e-04  3.000000e-04
      B4 22415000  3.000000e-04  3.000000e-04
      B4 22420000  3.000000e-04  3.000000e-04
      B4 22425000  3.000000e-04  3.000000e-04
      B4 22430000  3.000000e-04  3.000000e-04
      B4 22435000  3.000000e-04  3.000000e-04
      B4 22440000  3.000000e-04  3.000000e-04
      B4 22445000  3.000000e-04  3.000000e-04
      B4 22450000  3.000000e-04  3.000000e-04
      B4 22455000  3.000000e-04  3.000000e-04
      B4 22460000  3.000000e-04  3.000000e-04
      B4 22465000  3.000000e-04  3.000000e-04
      B4 22470000  3.000000e-04  3.000000e-04
      B4 22475000  3.000000e-04  3.000000e-04
      B4 22480000  3.000000e-04  3.000000e-04
      B4 22485000  3.000000e-04  3.000000e-04
      B4 22490000  3.000000e-04  3.000000e-04
      B4 22495000  3.000000e-04  3.000000e-04

Done.
